id,phones,label,intent,text,data-type,file
772,"['t͡ʃʲ', 'e', 'j', 'n', 't', 'ə', 'l', 'a', 'ɪ', 'z', 'æ', 'n', 'ð', 'ə', 'tɕʰ', 'ə', 'n', 'iː', 's', 'p', 'a', 'ɪ', 'd͡ʒ', 'y', 'æ', 'ə', 'n', 'tsʰ', 'ɹ̩', 'g', 'l', 'uː', 'uə']",3,SetLightColor,Change the lights in the kids bedroom to blue.,smart-lights-en-close,193.wav
773,"['t͡ʃʲ', 'œ', 'n', 't͡ʃʲ', 't', 'ə', 'a', 'ɪ', 'ɛ', 's', 'ts', 'ɪ', 'n', 'ə', 'f', 'a', 'ɾ', 'ɪ', 'ŋ', 'ɛ', 'v̞ʲ', 'i', 'ʁ', 'b', 'ɛ', 'k', 'ʀ', 'e', 'ə', 'n']",3,SetLightColor,Change the lights in the parking area to green.,smart-lights-en-close,194.wav
774,"['t͡ʃʲ', 'ə', 'n', 'd͡ʒ', 'uː', 'ʁ', 'a', 'ɪ', 'ʂ', 'ɪ', 'n', 'ə', 'f', 'ʁ', 'a', 'f', 'k̟ʲ', 'ə', 'ʊ']",4,SwitchLightOff,Change the lights in the parking room,smart-lights-en-close,195.wav
775,"['t͡ʃʲ', 'e', 'n', 'd', 'ə', 'l', 'a', 'ɪ', 's', 'ɪ', 'n', 'd', 'ə', 'ɾ', 'a', 'lʲ', 'ɛ', 'ɾ', 'i', 'n', 'uə']",3,SetLightColor,Change the lights in the toilet green,smart-lights-en-close,196.wav
776,"['ʃ', 'lʲ', 'e', 'ə', 'n', 't', 'ɹ̩', 'l', 'a', 'ɪ', 'x', 'ɪ', 'n', 'tʂ', 'ə', 'l', 'ɔ']",3,SetLightColor,Change the lights into blue.,smart-lights-en-close,197.wav
777,"['t͡ʃʲ', 'e', 'ɲ', 'iː', 'ʂ', 't', 'ə', 'l', 'a', 'ɪ', 't', 'f', 'ʏ', 'g', 'ɥ', 'ɨ', 'ɪ', 'n', 'k', 'ʁ', 'ɪ']",3,SetLightColor,Change the lights to green please.,smart-lights-en-close,198.wav
778,"['t͡ʃʲ', 'e', 'n', 'd͡ʒ', 'd', 'a', 'ʁ', 'w', 'a', 'ɪ', 's', 't', 'ɛ', 't', 'ɪ', 'ŋ', 'k', 'ʁ', 'uː', 's']",3,SetLightColor,Change the lights to pink please,smart-lights-en-close,199.wav
779,"['a', 'x', 't', 'ɪ', 'l', 's', 'ɡ', 'a', 'ʏ', 'lʲ', 'ə', 'm', 'a', 'ɪ', 't']",5,SwitchLightOn,Activate garden lights,smart-lights-en-close,2.wav
780,"['a', 'ɪ', 'ʐ', 'ɒ', 'sː', 'o', 'b̞', 'a', 'ɪ', 'ɳ', 'ʐ', 'ɻ̩', 'ʌ', 'm', 'a', 'ɪ', 'ɾ', 'i', 'n', 'lː', 'a', 'v', 'o', 'ɾ', 't', 'ɹ̩', 'o', 'ɾʲ', 'i', 'n', 'a', 'ɪ', 'e']",2,SetLightBrightness,Adjust the laundry room lighting to level thirty nine,smart-lights-en-close,20.wav
781,"['t͡ʃʲ', 'œ', 'ɪ', 'n', 'ʃ', 'a', 'ʁ', 'a', 'ɪ', 'ɛ', 'ʁ', 's', 't', 'ɪ', 'm', 'pf', 'n', 'ɪ', 'ə']",3,SetLightColor,Change the lights to pink.,smart-lights-en-close,200.wav
782,"['t', 'ʏ', 'n', 'ʂ', 'o', 'ə', 'v', 'a', 'ɪ', 's', 'tʂ', 'ɹ̩', 'ɹ', 'ɛ', 'ɾ']",3,SetLightColor,Change the lights to red,smart-lights-en-close,201.wav
783,"['k', 'œ', 'n', 'z', 'ð', 'ə', 'ʁ', 'a', 'ɪ', 's', 't', 'ɹ̩', 'ɾ', 'a', 'ɪ', 'ɾ', 'ə', 'n', 'ð', 'ə', 'f', 'ɔ', 'l', 'ʃ', 'ʊ', 'n', 'ts', 'a', 'ɪ', 'ɡ', 'b', 'ɪ', 'n']",3,SetLightColor,Change the lights to red in the parking section ,smart-lights-en-close,202.wav
784,"['t', 'ə', 'n', 'ʂ', 'ə', 'ð', 'ɛ', 'z', 'ɪ', 'ŋ', 'ɨ', 'm', 'a', 'ɪ', 's', 't', 'ɪ', 'l', 's', 'w', 'a', 'ɴ', 'n', 'tɕʰ', 'ɪ']",2,SetLightBrightness,Change the living room lights to twenty.,smart-lights-en-close,203.wav
785,"['tʃ', 'e', 'j', 'n', 'dʒ', 'l', 'i', 'ɑ', 'f', 'ə', 's', 'l', 'a', 'j', 't', 'ə', 'm', 'p', 'ɪ', 'ŋ', 'k']",3,SetLightColor,Change the office light to pink,smart-lights-en-close,204.wav
786,"['t', 'e', 'ð', 'ə', 'f', 'ɛ', 's', 'l', 'a', 'ɪ', 'n', 's', 't', 'l', 'u', 'k', 'ə', 's', 'ʀ', 'e', 'z', 'ə']",2,SetLightBrightness,Change the office lights to fifty.,smart-lights-en-close,205.wav
787,"['t͡ʃʲ', 'a', 'n', 's̪', 'ɹ̩', 'f', 'a', 'ɾ', 't͡ʃ', 'ʊ', 'n', 'm', 'ɪ', 'ʊ', 'm', 't', 'ɛ', 'g', 'ʀ', 'e', 'n']",3,SetLightColor,Change the parking room to green,smart-lights-en-close,206.wav
788,"['x', 'ə', 'ŋ', 'k', 'ʃ', 'ɪ', 'b̞', 'ɛ', 'ə', 's', 't', 'd', 'uː', 'b', 'o', 'w', 'a', 'ɪ', 'ɛ', 'lʲ', 'ɪ', 'ŋ', 'n', 'ts', 'ɪ', 'ə', 't', 'ʏ', 'p', 'ɹ̩', 'ts', 'a', 'ɪ', 'ɾ', 'n']",2,SetLightBrightness,Change the vestibule lighting to two percent,smart-lights-en-close,207.wav
789,"['t͡ʃʲ', 'ə', 'n', 's', 't', 'ɛ', 'ɑ', 'l', 'a', 'ɪ', 's', 't', 'ʏ', 'g', 'e', 'n']",3,SetLightColor,Change the yard lights to green,smart-lights-en-close,208.wav
790,"['ɪ', 'n', 's', 't', 'w', 'ɔ', 'ʏ', 'l', 'ɪ', 'ts', 'w', 'a', 'ɪ', 'k', 'ʁ', 'a', 'ʊ', 'b̞', 'ɛ', 'l', 't͡ʃ', 'ə', 'm', 'a', 'ə', 'n']",3,SetLightColor,Change toilets light color to red,smart-lights-en-close,209.wav
791,"['m', 'a', 'l', 'd͡ʒ', 'a', 'ɪ', 's', 't', 'ɹ̩', 'a', 'ɪ', 'ə', 'lʲ', 'ɪ', 'ɡ', 'ə', 'n', 'f', 'a', 'l', 'ə', 'ʀ', 'a', 's', 'p', 'a', 'ɪ', 'x', 't', 'ə', 't͡ʃʲ', 'uː', 'o']",2,SetLightBrightness,Adjust the lighting to level twenty two,smart-lights-en-close,21.wav
792,"['t', 'uə', 'ɪ', 'k', 'a', 'ɴ', 'd', 'ɔ', 'ɒ', 'ɪ', 'x']",5,SwitchLightOn,Click on the lights,smart-lights-en-close,210.wav
793,"['t', 'a', 'ʁ', 'ɹ̩', 'l', 'ʃ', 'ə', 'ɪ', 'n', 'ʐ', 'v', 'a', 'ɪ', 'f', 'tʂ', 'ɹ̩', 'v̞ʲ', 'a', 'ɪ', 'n']",3,SetLightColor,Color change lights to red,smart-lights-en-close,211.wav
794,"['p', 'a', 'l', 'a', 'ɾ', 'l', 'a', 'ɪ', 's', 'f', 'ɪ', 'ŋ']",3,SetLightColor,Color lights pink,smart-lights-en-close,212.wav
795,"['k', 'ɒ', 'l', 'ɹ̩', 'ɾ', 'l', 'a', 'ɪ', 's', 'ɹ̩', 'ɛ', 'z']",3,SetLightColor,Color lights red,smart-lights-en-close,213.wav
796,"['k', 'a', 'l', 'a', 'n', 'd', 'ə', 'n', 'k', 'i', 'b', 't͡ʃ', 'm', 'ɪ', 'n', 'tʂ', 'ɾ', 'ʊ', 'f', 'uː', 'lʲ', 'ɛ', 'n', 'd', 'ə']",3,SetLightColor,Color the kids bedroom red,smart-lights-en-close,214.wav
797,"['k', 'a', 'l̪', 'ə', 'ts', 'o', 'm', 'a', 'ɪ', 'ɛ', 'ʃ', 'uə', 'a', 'n']",3,SetLightColor,Color the lights red,smart-lights-en-close,215.wav
798,"['ɪ', 'd͡ʒ', 'ʏ', 't͡ʃʲ', 'ə', 'n', 'ʂ', 'ɹ̩', 'v', 'ɾ', 'a', 'ɪ', 'n', 'ɛ', 'ts', 'a', 'l', 'z', 'ɛ', 'ə', 'l', 'a', 'ɪ', 'l', 't', 'a', 'n', 'd', 's', 'p', 'ɑ', 'ɾ', 'ɪ', 'ɔ', 'ʏ', 's', 'd', 'ɪ', 's', 'l', 'a', 'f', 'ə', 'l', 'ɪ', 'p', 'ɥ', 'ɨ']",2,SetLightBrightness,Could you change the brightness of the lights on the patio to seventy-three?,smart-lights-en-close,216.wav
799,"['k', 'ʌ', 'ʐ', 'y', 'tɕʰ', 'e', 'm', 'iː', 'ð', 'ə', 'l̪', 'a', 'ɪ', 'i', 'tʂ', 'ɹ̩', 'ɻ', 'æ', 'ɾ']",3,SetLightColor,Could you change the light to red,smart-lights-en-close,217.wav
800,"['ɪ', 'n', 'y', 'ð', 'ə', 'n', 's', 'ʁ', 'ɻ̩', 'lʲ', 'i', 's', 't', 'ə', 'b', 'a', 'ɪ', 'ɛ', 'ɪ', 'n', 'ɛ', 'ə', 'n', 't', 'a', 'l', 'z', 'e', 'ʁ', 'a', 'ɪ', 't']",1,IncreaseBrightness,Could you increase the brightness of the lights?,smart-lights-en-close,218.wav
801,"['p', 'o', 'd͡ʒ', 'uː', 'm', 'f', 'ɾ', 'ɪ', 's', 't', 'ɹ̩', 'l', 'a', 'ɪ', 'v', 'ʀ', 'ɪ', 'x', 'ə', 'm', 'ɛ', 'ə', 'ʃ', 'ɪ', 'n', 'ə', 'n', 'd', 'a', 'lʲ', 'ə', 'ɪ', 'n', 'ɪ', 'mʲ', 'ɪ', 'ɾ', 'ʀ', 'o', 'm', 'h', 'ɹ̩']",1,IncreaseBrightness,Could you increase the light brightness in the dining room?,smart-lights-en-close,219.wav
802,"['a', 'ɪ', 'lʲ', 't͡ʃʲ', 'a', 's', 't', 'ɔ', 'ə', 'b̞', 'a', 'ɪ', 'ts', 'ɹ̩', 's', 'w', 'a', 's', 'p', 'ɹ', 'a', 'ɪ', 'ɛ']",0,DecreaseBrightness,Adjust the lights so it's less bright,smart-lights-en-close,22.wav
803,"['k̟ʲ', 'iː', 'lʲ', 'i', 'm', 'ɒ', 'ɪ', 'n', 's', 'o', 'ʁ', 'a', 'l', 'tʲ', 'ə', 'n', 'b̞', 'a', 'ɾʲ', 'ɪ', 't͡ʃʲ', 'n', 'a', 'ɪ', 'ɾ', 'm', 'uə', 'ɾ', 'a', 'lʲ', 'ɪ']",1,IncreaseBrightness,Could you make the lights in the basement brighter?,smart-lights-en-close,220.wav
804,"['f', 'ʏ', 'n', 't', 'ɪ', 'f', 'ɾʲ', 'i', 's', 't͡ʃʲ', 'œ', 'n', 'm', 'ɛ', 'ɪ', 'b̞', 'a', 'ɪ', 'n', 'z', 'a', 'ʁ', 'ə', 'n']",5,SwitchLightOn,Could you please turn my lights on?,smart-lights-en-close,221.wav
805,"['k', 'u', 'dʲ', 'uː', 'p', 'lʲ', 'ɪ', 's', 'dʲ', 'ə', 'ɪ', 'n', 'ə', 'a', 'ɪ', 's', 'p', 'a', 'n', 'a', 'ɪ', 'n', 't̪', 'ɔ', 'ʁ']",5,SwitchLightOn,"Could you please turn the lights on, I'm home.",smart-lights-en-close,222.wav
806,"['k', 'œ', 'n', 't', 'ɥ', 'i', 's', 'uə', 'u', 'ɪ', 't͡ʃʲ', 'a', 'ʁ', 'œ̃', 'ɴ', 'ts', 'uː', 'm', 'a', 'ɪ', 't']",5,SwitchLightOn,Could you switch on some lights?,smart-lights-en-close,223.wav
807,"['k', 'u', 'tɕ', 'i', 'u', 'tʂ', 'o', 'ʌ', 'n', 'd', 'a', 'u', 'ə', 'n', 'd', 'ə', 'v', 'e', 'ɪ', 'tʂ', 'o', 'l', 'a', 'ɪ']",0,DecreaseBrightness,Could you turn down the bed room lights?,smart-lights-en-close,224.wav
808,"['k', 'œ', 'n', 'tɕ', 'ə', 'ɥ', 'ɪ', 'tɕʰ', 'ɹ', 'a', 'l', 'n', 'ɔ', 'l̪', 'a', 'ɪ', 'n', 't͡ʃ', 'a', 'ə', 'n', 'ʁ', 'uː', 't']",5,SwitchLightOn,Could you turn the lights on please,smart-lights-en-close,225.wav
809,"['s', 'p', 'ɛ', 'tʂ', 'a', 'ʊ', 'ʁ', 'a', 'm', 'ʊ', 't', 'o', 'l', 'a', 'lʲ', 'ə', 'n', 'm', 'ɛ', 'ɪ', 'l', 'x']",4,SwitchLightOff,Cut off power to the garden lights.,smart-lights-en-close,226.wav
810,"['k', 'a', 'n', 's', 't', 'ɔ', 'ɛ', 'ɾʲ', 'ɪ', 'ŋ', 'uː', 'm', 'a', 'ɪ', 'x']",4,SwitchLightOff,Cut the waiting room lights.,smart-lights-en-close,227.wav
811,"['tʂ', 'ɒ', 'ʂ', 'e', 'n', 'uə', 'w', 'e', 'ɾ', 'ɪ', 'ŋ', 'uə', 'ɻ', 'ʌ', 'n']",4,SwitchLightOff,Darken the waiting room,smart-lights-en-close,228.wav
812,"['d', 'ɪ', 'ə', 's', 't', 'ɔ', 'ʏ', 'ə', 'ts', 'ɪ', 'ə', 'k', 'l', 'a', 'ɪ', 'x', 'n', 'ɪ', 'ʃ']",0,DecreaseBrightness,Decrease brightness,smart-lights-en-close,229.wav
813,"['v', 'a', 'n', 'tʲ', 'ə', 't', 'd', 'u', 'a', 'ɪ', 't', 's', 'sː', 'ɛ', 'lʲ', 'ɪ', 'a', 's', 'sː', 'a', 'n', 'ə', 'n']",4,SwitchLightOff,Adjust the lights to the off setting.,smart-lights-en-close,23.wav
814,"['ð', 'e', 'k', 'ɾ', 'ʀ', 'uː', 'ɪ', 's', 'p', 'ɹ', 'a', 'ɪ', 'n', 'ɛ', 's', 't', 'ɪ', 'm', 'v', 'ɛ', 'lʲ', 'ə', 'ʀ', 'ʊ', 'm']",0,DecreaseBrightness,Decrease brightness in bedroom,smart-lights-en-close,230.wav
815,"['d', 'ɪ', 'k', 'ɹ', 'i', 't͡ʃʲ', 'p', 'ɹ', 'a', 'j', 'n', 'ə', 's', 'æ', 'n', 'd', 'b̞', 'ɔ', 'ɹ', 'h', 'u', 'm', 'b̥', 'a', 'j', 'w', 'ʌ', 'n', 'θ', 'ɹ̩', 'z']",0,DecreaseBrightness,Decrease brightness in boardroom by one third.,smart-lights-en-close,231.wav
816,"['tʲ', 'ɪ', 'k', 'ɥ', 'ʏ', 's', 'p', 'ɹ', 'a', 'ɪ', 'n', 'ɛ', 's', 'p', 'ʁ', 'uː', 'z']",0,DecreaseBrightness,Decrease brightness please,smart-lights-en-close,232.wav
817,"['ts', 'ɪ', 'k', 'ʀ', 'ʏ', 's', 'l', 'a', 'ɪ', 't', 'b', 'ɾ', 'ɹ', 'a', 'ɪ', 'ɾ', 'ə', 'n', 'ɛ', 's', 'ɪ', 'n', 'k', 'ɛ', 'l', 'tʂ', 'ə', 'n', 't']",0,DecreaseBrightness,Decrease light brightness in kitchen,smart-lights-en-close,233.wav
818,"['d', 'ə', 'k', 'ɥ', 'ɪ', 's', 'ə', 'l', 'a', 'ɪ', 'n', 'ɾ', 'a', 'ɪ', 'ɲ', 'n', 'ɛ', 'f', 'uə', 'e', 'ɪ', 'z']",0,DecreaseBrightness,Decrease light brightness please,smart-lights-en-close,234.wav
819,"['ɪ', 'k', 'ɥ', 'ʏ', 'sː', 'w', 'a', 'ɪ', 'zʲ', 'ɪ', 'n', 'h', 'ɛ', 'ɔ', 'ʊ', 's']",0,DecreaseBrightness,Decrease lights in house.,smart-lights-en-close,235.wav
820,"['d', 'ɨ', 'k', 'ʀ', 'i', 's', 't', 'ɹ̩', 'p', 'ɾ', 'a', 'ɪ', 'i', 'n', 'ɪ', 's']",0,DecreaseBrightness,Decrease the brightness,smart-lights-en-close,236.wav
821,"['d', 'ɪ', 'f', 'ʏ', 'ɹ', 'ɪ', 's', 'ts', 'ɹ̩', 'b', 'ɾ', 'a', 'ɪ', 'ə', 'n', 'ə', 'n', 'ɕ', 'ə', 'ð', 'ə', 'b̞', 'ɔ', 'ә', 'z']",0,DecreaseBrightness,Decrease the brightness of the bulbs.,smart-lights-en-close,237.wav
822,"['iː', 'x', 'ɹ', 'i', 'b̥', 'ɾ', 'ɒ', 'ð', 's', 'ɻ̩', 'v', 'o', 'ɪ', 'tʰ', 's', 'iː', 'n', 'ʃ', 'h', 'ɛ', 'd']",0,DecreaseBrightness,Decrease the brightness of the lights in shed. ,smart-lights-en-close,239.wav
823,"['a', 'l', 't͡ʃʲ', 'a', 's', 'sː', 'a', 'ð', 'ə', 'v̞ʲ', 'ɪ', 'ŋ', 'n', 'ʏ', 'n', 'v', 'a', 'ɪ', 'ɛ', 'n', 'ɛ', 's', 'p', 'l', 'a', 'v', 'o', 'sː', 'i', 'ð', 'o']",2,SetLightBrightness,Adjust the living room brightness to level two,smart-lights-en-close,24.wav
824,"['ɪ', 'n', 't', 'p', 'ʁ', 'ɨ', 'z', 'ɪ', 'd', 'ɛ', 'p', 'ɾ', 'a', 'ɪ', 'ɛ', 'x', 'ə', 'n', 'ə', 's', 't', 'e']",0,DecreaseBrightness,Decrease the brightness please.,smart-lights-en-close,240.wav
825,"['d', 'ɪ', 'k', 'ʀ', 'ʏ', 's̪', 'ɪ', 'ə', 'n', 't', 'ɛ', 'n', 's', 'ɪ', 'ɾʲ', 'i', 'ə', 'l', 'uə', 'b̞', 'w', 'a', 'i', 'ɪ', 's']",0,DecreaseBrightness,Decrease the intensity of the lights,smart-lights-en-close,241.wav
826,"['d', 'ə', 'n', 'k', 'ʀ', 'i', 's', 't', 'tʲ', 'ə', 'ɪ', 'n', 't', 'ɛ', 'n', 's̪', 'ə', 'lʲ', 'ɪ', 'ə', 'a', 'ʊ', 'f', 'ð', 'a', 'ʁ', 'ə', 'a', 'ɪ', 'l', 'ɾ', 'f', 'ɛ', 'n', 'd', 'ɛ', 'k', 'pʲ', 'ə', 'n', 's', 'p', 'ɛ', 'ɪ', 's', 't', 'a', 'm']",0,DecreaseBrightness,Decrease the intensity of the lights in the kids bedroom,smart-lights-en-close,242.wav
827,"['d', 'ɪ', 'ə', 'k', 'ɹ', 'ʏ', 's', 't', 'tʲ', 'ɪ', 'ə', 'n', 't', 'a', 'n', 'ts', 'u', 'lʲ', 'ɪ', 'ə', 'ts', 'ɛ', 't̪ʰ', 'h', 'ɛ', 'ə', 'n', 'tʂ', 'uː', 'ð', 'ʁ', 'a', 'ɪ', 'ɛ', 'lʲ', 'ɪ', 'ŋ', 'k']",0,DecreaseBrightness,Decrease the intensity of the pantry lighting,smart-lights-en-close,243.wav
828,"['t', 'uə', 'e', 'x', 'uə', 'e', 'ɪ', 's', 't̪', 'ɹ̩', 'l', 'a', 'i', 'ɴ', 'p', 'uə', 'a', 'ɪ', 'ɴ', 'ɪ', 's', 'i', 'ɴ', 'ɳ', 'iː', 'tɕʰ', 'i', 'ɾ', 'uə', 'ʁ', 'o']",0,DecreaseBrightness,Decrease the light brightness in the cubicle,smart-lights-en-close,244.wav
829,"['t̪ʰ', 'i', 'x', 'ʀ', 'ɪ', 's̪', 'o', 'b̞', 'a', 'i', 'iː', 'm', 'i', 'ɕ', 'æ', 'ɴ', 'ʂ', 'ə', 'ʁ', 'e', 'i']",0,DecreaseBrightness,Decrease the light intensity,smart-lights-en-close,245.wav
830,"['d', 'ɪ', 'ə', 'k', 'ʀ', 'ʏ', 's', 't', 'ə', 'v', 'a', 'ɪ', 'ɛ', 'ə', 'n', 't', 'a', 'n', 's', 'v̞ʲ', 'ɪ', 'ə', 'n', 'ɪ', 'n', 'ð', 'e', 'l', 'a', 'n', 'ʂ', 'ɹ', 'ə', 'n', 's']",0,DecreaseBrightness,Decrease the light intensity in the entrance,smart-lights-en-close,246.wav
831,"['d', 'i', 'x', 'ɹ', 'ɥ', 'ij', 'sː', 'ɪ', 'w', 'a', 'ɪ', 'ɛ', 'f', 'ə', 'n', 'h', 'a', 'ŋ', 'k', 'ɾʲ', 'ɛ', 'm', 'ð', 'ə', 'ɛ', 'n', 'ʂ', 'æ', 'n', 's', 't', 'ə', 'l', 'uː', 'ɹ', 'ɔ']",4,SwitchLightOff,Decrease the light intensity in the entrance to zero,smart-lights-en-close,247.wav
832,"['ð', 'ɨ', 'x', 'ʀ', 'ɪ', 's', 't', 'ɹ̩', 'b̞', 'a', 'ɪ', 'n', 't', 'ɛ', 'n', 's', 'ɾ', 'ɪ', 'ə', 'm', 'ɪ', 'ɑ', 'f', 'ɛ', 's']",0,DecreaseBrightness,Decrease the light intensity in the office,smart-lights-en-close,248.wav
833,"['ð', 'ə', 'k', 'ɹ', 'i', 's', 't', 'ə', 'l', 'a', 'j', 'z', 'ə', 'n', 't', 'ɛ', 'n', 's', 'l', 'i', 'ɪ', 'n', 'ð', 'ə', 'v', 'æ', 's', 't', 'ʌ', 'b̞', 'i', 'ʁ', 'ə', 'l', 's', 'ɛ', 'z', 'iː', 'ɾ', 'ə', 'w']",4,SwitchLightOff,Decrease the light intensity in the vestibule to zero,smart-lights-en-close,249.wav
834,"['b', 'a', 'd͡ʒ', 'a', 'ʂ', 't', 'ɹ̩', 'f', 'ɛ', 'd', 'ɪ', 'w', 'a', 'ɪ', 'iː', 'tʂ', 'ɯ', 'g', 'l', 'a']",3,SetLightColor,Adjust the pantry light to blue,smart-lights-en-close,25.wav
835,"['t̪ʰ', 'i', 'k', 'ɹ', 'i', 's', 'ə', 'l', 'a', 'j', 'tʰ', 'ɪ', 'n', 'd', 't', 'ɛ', 'n', 's', 'ə', 'ɾ', 'i', 'θ', 'ə', 'z', 'ɪ', 'ɹ', 'o', 'l']",4,SwitchLightOff,Decrease the light intensity to zero,smart-lights-en-close,250.wav
836,"['d', 'i', 'k', 'ɹ', 'i', 'ʂ', 'ə', 'l', 'a', 'j', 'tʰ', 'ɪ', 'ŋ', 'ɪ', 'n', 'ə', 'l', 'ɔ', 'ŋ', 'ɾ', 'ɨ', 'ɹ', 'ə', 'm']",0,DecreaseBrightness,Decrease the lighting in the laundry room,smart-lights-en-close,251.wav
837,"['ð', 'i', 'x', 'ɹ', 'i', 'z', 'ə', 'l', 'a', 'j', 'ɪ', 'ŋ', 'ts', 'ɔ', 'w', 'l̪', 'ɪ', 'tʰ', 's', 'n', 'a', 'tʰ', 's', 'o', 'w', 'b̥', 'ɹ', 'ɛ', 'j']",0,DecreaseBrightness,Decrease the lighting so it's not so bright,smart-lights-en-close,252.wav
838,"['d', 'ɪ', 'k', 'ɹ', 'i', 's', 'ə', 'l', 'a', 'j', 'tʰ', 's', 'ə', 'n', 'd', 's', 'ɛ', 'n', 's', 'ə', 'ɾ', 'i', 'ɪ', 'n', 'm', 'a', 'j', 'v', 'ɛ', 'd͡ʒ', 'ɹ', 'u', 'm', 'b̥', 'æ', 'l', 'x', 'ə', 'n', 'i']",0,DecreaseBrightness,Decrease the lights intensity  in my bedroom balcony,smart-lights-en-close,253.wav
839,"['d', 'ə', 'm', 'ʊ', 'ə', 'ɪ', 's', 'p', 'ʁ', 'i', 'z']",0,DecreaseBrightness,Dim lights please,smart-lights-en-close,254.wav
840,"['ɪ', 'm', 'ə', 'ɪ', 'n', 's', 'ɻ̩', 't', 'uə', 'ʊ', 'i', 'ɪ', 'zʲ']",0,DecreaseBrightness,Dim lights please.,smart-lights-en-close,255.wav
841,"['ʁ', 'ɪ', 'ʊ', 'n', 'd', 'ɪ', 'ɕ', 'ɛ', 's', 't', 'uə']",0,DecreaseBrightness,Dim the kids room,smart-lights-en-close,256.wav
842,"['ɾʲ', 'ɪ', 'm', 'ɔ', 'ɛ', 'ɪ', 'ɛ', 'ɳ', 'ə', 'x', 'ɛ', 'l', 'p', 'a', 'd͡ʒ', 'ʁ']",0,DecreaseBrightness,Dim the light in the kids bedroom,smart-lights-en-close,257.wav
843,"['ð', 'ɛ', 'n', 'ð', 'ə', 'l', 'a', 'j', 'tʰ', 'ɪ', 'k', 'ə', 'n', 'f', 'ʁ', 'l', 'ʁ', 'lʲ', 'i', 'tʰ', 'l', 'i', 'ɪ', 'n', 'ð', 'ə', 'w', 'e', 'j', 'tʰ', 'ɪ', 'ŋ', 'ɹ', 'æ', 'm', 'z']",4,SwitchLightOff,Dim the lighting completely in the waiting room,smart-lights-en-close,258.wav
844,"['tʲ', 'ɪ', 'm', 'ð', 'ə', 'l', 'a', 'j', 'tʰ']",0,DecreaseBrightness,Dim the lights,smart-lights-en-close,259.wav
845,"['ɒ', 'l̪', 'tʂ', 'ɻ̩', 's', 'æ', 'n', 'tʂ', 'i', 'l', 'a', 'j', 'k', 'ɪ', 'n', 'd', 'uə', 'lʲ', 'a', 'j', 'b̞', 'ə', 'l', 'tʰ', 'uə', 'n', 't', 'i', 'n', 'ɤ̆', 'j']",2,SetLightBrightness,Adjust the pantry lighting to level thirty nine,smart-lights-en-close,26.wav
846,"['t̪ʰ', 'ɛ', 'n', 'ð', 'ə', 'l', 'a', 'j', 'z', 'k', 'ə', 'm', 'f', 'l', 'i', 'tʰ', 'l', 'i', 'ɪ', 'n', 'ð', 'ə', 'l', 'ɪ', 'v', 'ɪ', 'ŋ', 'ɹ', 'u', 'm']",4,SwitchLightOff,Dim the lights completely in the living room,smart-lights-en-close,260.wav
847,"['pʲ', 'ə', 'n', 'o', 'ɛ', 'ɪ', 'ɾ', 'f', 'w', 'ɔ', 'ə', 'm', 'e']",0,DecreaseBrightness,Dim the lights for me,smart-lights-en-close,261.wav
848,"['t', 'ɪ', 'iː', 'm', 'ð', 'ə', 'w', 'a', 'ɪ', 'i', 's̪', 'ɪ', 'ə', 'n', 'ð', 'ə', 'v', 'æ', 'k', 'i', 'ʊ', 'ɻ̩', 'z']",0,DecreaseBrightness,Dim the lights in the backyard.,smart-lights-en-close,262.wav
849,"['k', 'æ', 'n', 'ð', 'ə', 'l', 'a', 'j', 'ɪ', 'n', 'ð', 'ə', 'b̥', 'æ', 'θ', 'ɹ', 'u', 'm']",0,DecreaseBrightness,Dim the lights in the bathroom,smart-lights-en-close,263.wav
850,"['tʲ', 'ə', 'ɪ', 'm', 'z', 'ɹ̩', 'ʁ', 'a', 'ɪ', 'ʃ', 'ɪ', 'n', 'ɾ', 'ɛ', 'tʂ', 'ɾ', 'h', 'a', 'lʲ', 't']",0,DecreaseBrightness,Dim the lights in the garage.,smart-lights-en-close,264.wav
851,"['k', 'æ', 'm', 'ð', 'ə', 'l', 'a', 'j', 'tʰ', 's', 'ɪ', 'n', 'ð', 'ə', 'l', 'ɪ', 'v', 'ɪ', 'ŋ', 'ɹ', 'u', 'm']",0,DecreaseBrightness,Dim the lights in the living room,smart-lights-en-close,265.wav
852,"['ð', 'ɛ', 'n', 'ð', 'ə', 'l', 'a', 'j', 'tʰ', 's', 'p', 'ʁ', 'e', 'j', 's']",0,DecreaseBrightness,Dim the lights please,smart-lights-en-close,266.wav
853,"['ɪ', 'n', 'o', 'ɛ', 's', 't', 'uə', 'ɪ']",0,DecreaseBrightness,Dim the lights please.,smart-lights-en-close,267.wav
854,"['pʲ', 'ɪ', 'm', 'a', 'l̪', 'a', 'ɪ', 't͡ʃ']",0,DecreaseBrightness,Dim the lights.,smart-lights-en-close,268.wav
855,"['tʂ', 'ə', 'e', 'n', 'ɪ', 's̪', 'tʲ', 'ʏ', 'u', 'lʲ', 'i', 'a', 'l', 'a', 'ɪ', 'ɾʲ', 'e']",0,DecreaseBrightness,Dim the studio lighting,smart-lights-en-close,269.wav
