,wav_id,transcript,label
3125,2369f32ccbe182d90680a1aa3cd98384_59afbeec33279304af0000e8,h a ŋ tɕʰ i ʁ a lʲ ə l uə iː h a,1
3126,ba6b10e5b050956eaa9b88e5f712c881_59a93d2b33279304c500001f,o l̪ h ɒ,0
3127,ba6b10e5b050956eaa9b88e5f712c881_59a93d3433279304c5000022,m uə s o uə ð ɒ,1
3128,d618345b59be776c9988b9443687e803_59bc6d2f3327931bf3000011,v uə ə tɕʰ y a ŋ d a d iː tɕʰ i o v̞ʲ uə ʌ,1
3129,e2b1091ded1b6fef86a848738d3572b3_59b1e21e332793062a000020,w ʌ tʰ t ɒ k ʁ tʂ ɻ̩ ʁ uə x,1
3130,e2b1091ded1b6fef86a848738d3572b3_59b1e226332793062a000027,o uə t͡ɕ ɒ tɕʰ y ɾ ʂ ɻ̩ ɾ t e k o ŋ ʂ ɹ̩,1
3131,481c677baf4a250707cfa12d0617c972_59a8cc5333279328b8000007,ɪ a p a ʁ x,2
3132,2d9a83fb28bc3ae01169a7fffb64ac2f_59b8c6ae33279304bc000047,v o f i lʲ ʊ ə n m a t ɹ̩,1
3133,0bb45e66458debc7611cbfec44e64a5b_59af7a1833279308ba00012f,w uə o j a tɕʰ y tɕ i n j æ ŋ n a l uə,1
3134,763190364b4e852e69aa8f1a3abe1ab4_59b012073327935bbf0000c1,w a tʲ ɒ ʁ l̪ ð a m uə m i n zʲ iː,1
3135,c88d5c5d7824fe7f6a68730ed641cb63_59b5e32e33279304ea0000a0,n ɔ̃ ɴ ɒ o ʁ a tɕ æ e pʲ ɛ,1
3136,c88d5c5d7824fe7f6a68730ed641cb63_59b5e34033279304ea0000a5,b̞ ɔ l ɒ p ɒ ɪ dʲ ɪ a pʲ y ɪ t̪ o,1
3137,2d3c9c855e7f2df7b9a88a3d56ae4329_59ae373b332793059c00002c,ʁ x uə ɒ ɾ,0
3138,2d3c9c855e7f2df7b9a88a3d56ae4329_59ae373e332793059c000032,pʰ a n tɕ i,1
3139,4598e032b156f9682de4a9defbcb058f_59b202ae3327937088000015,tʂʰ ɨ v a ŋ tʂ ɨ ŋ i j uə a,1
3140,31481747fc0924e2073b889affc07345_59abee8933279307bf000016,ʔ ɒ x ɒ x uə ɤ̆ i tɕ ɒ,1
3141,91c48f8219e7650c2788e21b2932242d_59b28dc23327930c81000054,ɛ t,2
3142,36ddd5c4f97e21b966daa34c83e57f6a_59b0821233279304f500007b,d iː p a l ɪ d ɒ p œ ɪ s t ɹ̩,1
3143,552f7a8363d81fcdb98be3bce21cd304_59b60a743327935a8800000d,t͡ɕ ɔ d ɒ x ɒ,0
3144,53a67efbfec0ff9b2278a9ee0ad5e5eb_59bb119633279319e8000015,ʂ a ŋ t a o tʂ ʌ ŋ ð ɪ,1
3145,5472d68cd0b46ba407cc7f2d805c6939_59c224f73327935d18000047,p ɒ ɛ tʰ iː ɕ i z a n ʂ ɒ ɴ ɒ ɕ ɻ̩,1
3146,9fa54e696be1244e983d81f0b824c185_59b69db5332793358d000008,ʂ y uə l ɒ ð ʁ a j ʌ,1
3147,dbcdf5b98f3bce2fa54f82b8f778dbed_59be2b443327930c9400002b,ɕ ə ʁ f ʊ x o tʂ,1
3148,d66794e17c531d1f2479bc9d50580eb6_59bf525533279335ea00007d,a m ɒ n a ә b uə s o ʂ ɻ̩ v ɛ̃ g t ʃ æ p a ʌ t ɔ ŋ̟ m ɤ̆ a b a dʲ ɛ ʐ ɻ̩ m iː m ʌ j,1
3149,36f8b5c9f7369ffff8352509f6343660_59ab7dfd33279304a1000035,b̤ uə tʰ a ʁ ɪ iː ð o t a,1
3150,36f8b5c9f7369ffff8352509f6343660_59ab7e2033279304a1000040,p a b̞ ə iː ɡ o t a ɾ a,1
3151,36f8b5c9f7369ffff8352509f6343660_59ab7e3533279304a1000045,ɔ̃ tʂ ɻ̩ ɾ ɾʲ e lʲ iː ɴ ɒ l̪ ʁ a ɒ k iː ɛ ɾ a ɔ t ɪ,1
3152,3a59d053ae8f870281e9501e5b592d39_59ba4ea83327930a5a000027,k̟ʲ iː ð a h a,0
3153,765a30ece0ee81e2ca56e8827d51458c_5685c28133279306bd000038,v uə u a ð ɒ s iː s a n tʂ uə,1
3154,765a30ece0ee81e2ca56e8827d51458c_5685c28a33279306bd00003e,ts ɒ ɴ d œ d ɒ,1
3155,932d1c89262bc673745076e73cf4e396_59b7b59c33279308b10001ac,k͡p̚ uə a d a tɕʰ i æ x ŋ̟ a t a tɕ i o uə t i æ n,1
3156,932d1c89262bc673745076e73cf4e396_59b7b5b133279308b10001b3,ɕ i l ɒ f e ʂ ɹ̩ ʝ æ n b i ɴ tʂ ʌ ŋ m uə o,1
3157,932d1c89262bc673745076e73cf4e396_59b7b5d333279308b10001be,b̞ a d a n ɒ tɕ j ʃ ɻ̩ l ɪ x a ɴ tʲ ɪ m v uə,1
3158,6b21233a760e6e27c8faabaa133ec8f1_59bc90d3332793282b000013,tɕ ʌ ɔ ts a,1
3159,5fa0469741020b0cd5daa2cd43eafa40_59abc8bf3327930533000094,j a ʂ ɛ ɴ j i e t̪ ɒ a l u,1
3160,5fa0469741020b0cd5daa2cd43eafa40_59abc8e03327930533000097,iː ʂ ɻ̩,1
3161,5fa0469741020b0cd5daa2cd43eafa40_59abc8f2332793053300009d,a k ɔ̃ t͡ɕ ɔ̃ k ɔ,1
3162,9efa84b426b379fb670f067c5ae7e5f8_59afca253327936420000030,p o t͡ɕ i ɳ uː ŋ w a,1
3163,086bcc541ac5c38399769583aeb81097_4b3d3b2a33279304a6000007,p o n o lʲ o n a ɕ ɪ æ a n v ɪ b̞ a ɕ ɪ,1
3164,f69fda0a891ba1b8201ddb23877d7799_59aa4ad533279334f2000012,t͡ʃʲ ə l k ʁ e ð ə lʲ ʂ uə l a pʲ iː ɕ æ ɒ a s uə lʲ ɥ a,1
3165,2992bd170b351dd3e4be7e8b9a8870a9_59ab4a20332793218500000f,k͡p̚ ɔ ɒ t̪ ɒ l̪ ts ɒ,1
3166,ac79dbda2d0794278617141e36001d84_59aa7744332793640900006c,t a z ɒ,0
3167,ac79dbda2d0794278617141e36001d84_59aa77493327936409000072,tʂʰ o ŋ̟ ɕ i æ tʂ ɒ ɴ tʂ ʌ v uə,1
3168,ac79dbda2d0794278617141e36001d84_59aa774e3327936409000077,m ɪ ʁ ɒ dʲ iː t u uə m ɪ x ɛ ɡ ɛ,1
3169,7f8a4ef1734cad5c4f2978f3d3d109cb_59adfc54332793049c00007d,k iː ɾ a n a ð,0
3170,7f8a4ef1734cad5c4f2978f3d3d109cb_59adfc59332793049c000080,ɾʲ iː d a h ð,0
3171,943a9c62c48400c9172ab39d61e71021_59b6658e33279304c1000047,kʰ a ɪ ɕ iː tʂ ɒ o x ɒ,0
3172,943a9c62c48400c9172ab39d61e71021_59b6659333279304c100004a,ɒ ŋ ә ð ɒ w s̪ ɨ ɒ ŋ t͡ɕ ɨ h ɒ s̪ iː z ɪ tʂ o ŋ̟ uː ɕ ɨ ə ɾ ɒ,1
3173,f447cff84fba775eba6a641ac28bbd3a_59b7a3a0332793200600009d,a ɪ n i ʁ a b̞ a p a ʊ ə d a m ʊ ɴ d a t w ɛ̃ k w ɛ̃ ɴ b̞ ɪ k w a n ð ɹ̩ ʐ æ t͡ʃʲ ɪ n lʲ iː n ʃ ə ʃ a m a n ʒ ʊ,1
3174,3f5b5ed2fdb066c6597d9eaf215e703e_59b0a9ef332793393b000011,k a ʊ h ʌ ŋ s ɪ ʃ a n ʃ a l m e n a x,1
3175,f5ff479544899adf89d7ff3744d6d8b1_59b820ff3327936f05000019,t͡ʃʲ ʏ l ɒ h a ɪ p a ʁ ʊ ts i t a n s ɒ ij iː ʁ,1
3176,81ed5dcabcb95505b18a878274f3ca1e_59bbc34633279350e1000178,v uː a ɴ s̪ u ð ɪ a ɴ o ʁ ð a d͡ʒ a ʁ,1
3177,b07c429410fd981b2f72c7be0a90e16d_59bdf9d73327930eeb000023,k a t ʁ ɒ,0
3178,6b875125117dd1a2daada1b1aeea7070_59aced5e3327936658000007,tɕ æ n t̪ o ŋ d i a o tʂʰ ə k uə a n ts uə o,1
3179,b22be354ddc7a6531b3d8c079310ea04_59b8d13b3327931a020004e8,t ɒ o k a ŋ t ɹ̩ tɕʰ y x uə a ɴ ɒ o b̞ uə ɕ i æ n i x a kʰ a ɾ p a ɾ ɪ ʀ a ɾ ɒ j e n t͡ɕ iː ɾ ʁ uə a n,1
3180,96c04eabcbdc4452b182d1f19e134904_59ad039e3327937062000074,ʋ w ɪ ʁ d a ɴ ɤ̆ a ʁ iː ʒ ɻ̩ ð ɤ ð ɪ ʝ a ɴ ij j ɛ,1
3181,4bfe50baab4e516d759bb7c7a29044c7_59bfb57533279317ae000025,w o j æ ŋ tɕ y w a,1
3182,5d2a54fc2e736fed97bf4883ec8cb95a_59b93efa33279307f7000026,m ɔ̃ ŋ ɲ o ɻ uə j æ,1
3183,957c22451d1794aba7912918a6cbfa4c_59ace4fb3327931fdd000017,ɒ,0
3184,54ac8cdc1d26e98e6ba78c36bbc3b8a9_59b018493327937c40000048,d ɑ n ð a ʊ t ɔ̃ g a n d a n tɕʰ ɪ n ɾ a tʂʰ ə n o i ʁ uə e tɕʰ a n k a ɪ tʂʰ w ɳ,1
3185,bf0e28c04d0d192057f092d7ef3d3baa_59bd419833279306a30001c4,ʁ a n d a n ɕ ɔ m w a tɕ iː m w uə a ɪ tʲ a ts iː lʲ ts a t ɔ ʁ l,1
3186,1f9df8016930a92158f6f2323398abdd_59b401da3327932853000011,p uə o j o uə x uə e ɪ tɕ a,1
3187,1f9df8016930a92158f6f2323398abdd_59b401e23327932853000018,v uə dʲ j æ ɴ tʰ ɛ ʁ tʂ ʌ ŋ̟ iː t͡ʃʲ iː,1
3188,35fec9c1742ae16684cc71bd88a6b178_59c0d3463327934fd8000044,ʔ ɔ l̪ x a ŋ t̪ ɤ r i ɪ j a,1
3189,f137047f4aedd8081fb7549bab10626a_59b1f15c33279304bc000029,t a ʀ a n a x uə a l ɔ̃ n ts ʊ ʁ dʲ i ɾ uə,1
3190,b5c6fdd048ef96cd578fc1b2b9a17d23_59bcb51f3327932a5a000013,t ɒ o h a u nː a ð o lʲ i uə ʂ ɻ̩ t̪ ɒ i tʲ i e a ʊ tʰ i ð ə,1
3191,c0a9e3096280a2ab83642687bf99dba4_59acb93b3327930522000010,t a o x a ŋ tɕʰ y t o ŋ k uə a n tʂ ɻ̩ ɻ uə t͡ɕ a o tʰ o uə tʂ ə j o uə ɕ i æ ɴ u ɾ tʂ ɻ̩,1
3192,a36be3761839389bf32e39ff89878aea_59c0dddf332793058900004e,m ɔ̃ j ɒ t ɒ o s a n x ʌ ʂ ɻ̩ tɕ æ n tɕ i o uə ʁ uə o ʂ ɹ̩ ɾ ɒ,1
3193,5c03c0718057ac1a99082b2f1e72acf8_59b108d83327930f16000035,d ɑ h ɔ n t a ʃ ʏ n ɪ x ə a t͡ʃʲ ʊ d a,1
3194,9cabe3debb0f41e544854cbfc02fb54d_59b9f221332793036f00002e,tɕʰ uə y j æ n tɕ i ŋ ɕ i æ n pʰ i ŋ a n t a t a o i tʰ o,1
3195,fd40850e7563ac17bcee7dbef8973ac6_59b3dfb53327932778000017,w a z u s̪ ɤ p ɔ,1
3196,f8b82f07bc7418e8692462e61cc81b7b_59b789d33327930483000049,ɒ ʁ ɒ ɴ d ɾ ɔ tɕ ɪ n p ɔ̃ ŋ̟ m a lʲ ə,1
3197,57299b34daff4898403f445588e0f345_59be30f63327933a0d00008a,b̞ o t͡ʃʲ ɥ ɛ f ɒ ɳ iː tɕ j e,1
3198,4ef08fb9b5056944a23c294ce0292f2a_59be210833279344d000000a,lʲ iː t͡ʃʲ ɔ n t͡ʃʲ ə ʊ n k a ʁ ɔ lʲ ɪ t͡ʃʲ,1
3199,90b2a973094e8d4002ef2a48c21c104d_59aa3b70332793039e00002e,p ʁ ɔ ʐ ɒ tɕ y pʲ iː z ɪ ɴ s ɛ ɾ iː,1
3200,99fb0d43f55e2838a9600b71d7759405_59bdd0dd33279304e7000097,b a ʁ a ɴ d ɒ s ɻ̩ lʲ i b̞ a,1
3201,1bbdd41bdc2c9b6215c59153f5db84ca_59ae73a633279304b10000cc,ʔ ɒ,0
3202,515cf3b97234d9e53b96355a42836223_59ade14f3327933603000008,v ɪ ɕ j a ʁ ʊ l̪ ð ɪ a ɪ n tɕʰ ʏ ʁ t ɾ n ɾ a lʲ y ʐ ʊ ɾ,1
3203,d7e0c3514532fc90b98a89fe5e56f0fa_59be21b3332793055a00000f,ʔ uə ʏ ɪ i a,1
3204,c7374c1fb940bfad71a4ff438bd53438_59b76e4e3327932c78000012,t a b̞ x ʌ ŋ t a o tʂʰ ʌ ɕ i æ ŋ t͡ɕ i a ŋ t̪ o ŋ tʰ a n j ʌ ŋ,1
3205,bb230ad688d7a95ff56c1dde2f1ba78e_59b75694332793447b00000a,tɕ ɨ tʰ i æ n ɲ i ŋ ʂ ɻ̩ n ɴ i ŋ ʁ ʌ t͡ɕ y,1
3206,95cfa266f8c9b762dc7a4f07a5b4c63d_59a8d1393327934f8e0000c3,f uə t ʊ ʏ l o ð uə kʰ uə a,0
3207,56ce74226c91f26bce2329b3ce6760b0_59ab940f3327934806000009,ts a l̪ f a ŋ t ɒ o t uə i ʂ ɻ̩ tɕʰ i æ ŋ tʂʰ ʌ n t a n ʂ a,1
3208,8805c7a5092c3b560bdfdfe8696b1d71_59bf2c153327931ba70000be,w o a o tɕʰ e t̪ o ŋ y j a n ʂ ɻ̩,1
3209,a0b7d14e1fcc8f16519da6321e0b5679_59bdc9813327934d64000038,b̥ a f ʌ ŋ d ɒ o j a tʂ ɒ ŋ uə ɕ i ɴ ɪ p i ɴ z i ɕ i uə æ,1
3210,3b3c96459bbb2fd9ee866e2a61c10be6_59b8961f3327930531000484,t a o x a ŋ t a o t o ŋ k uə a n ʂ ɹ̩ tʂ a m ә tʰ ʁ o i a n,1
3211,c19cfb6d56bca7f981ffe73db2022b85_59ae168d332793046b0000e0,ɻ i b i n ɕ y æ n t̪ a ɪ ɕ iː ð ʌ n,1
3212,c19cfb6d56bca7f981ffe73db2022b85_59ae1693332793046b0000e3,i l i ŋ ɕ i æ n t̪ a ɪ ɕ i ð ʌ,1
3213,c19cfb6d56bca7f981ffe73db2022b85_59ae1699332793046b0000e6,t͡ʃʲ x ə ɴ t̪ a ɪ,1
3214,c19cfb6d56bca7f981ffe73db2022b85_59ae16a9332793046b0000e9,k͡p̚ l̪ ɨ tsʰ uə a ʂ a i d i ɕ i n t̪ a iː tʂ ʌ,1
3215,c19cfb6d56bca7f981ffe73db2022b85_59ae16b2332793046b0000ec,ʔ f a ts a ɪ i ɕ i n t̪ a ɪ ɕ i s ʌ,1
3216,c19cfb6d56bca7f981ffe73db2022b85_59ae16ba332793046b0000ef,i t̪ i ŋ ɕ i æ n b̥ a ɪ ɕ i k ʌ,1
3217,c19cfb6d56bca7f981ffe73db2022b85_59ae16c1332793046b0000f2,ʔ a ɪ ɲ i ɕ iː,1
3218,c19cfb6d56bca7f981ffe73db2022b85_59ae16d0332793046b0000f5,s ɒ,1
3219,c19cfb6d56bca7f981ffe73db2022b85_59ae16e1332793046b0000f8,a lʲ ɛ,1
3220,8c49d0b4f612d61224eba536de8088d2_59be420833279306bb000018,ʂ o ŋ̟ ŋ tɕ i n g iː w o t a o x a t̪ o ts o b̤ ʌ,0
3221,8c49d0b4f612d61224eba536de8088d2_59be421333279306bb00001f,ɕ i ŋ g i w o t a o x a ɴ t a o t ɒ o ʌ ð e ɪ ɻ u ŋ tʂʰ o ŋ,1
3222,478132310d7a13a7595165ca0e1df44c_59b1ce4033279304a2000036,a n,0
3223,478132310d7a13a7595165ca0e1df44c_59b1ce4533279304a2000039,ɪ n a ɳ dʲ ɪ ɡ a ŋ k ɔ t a ɪ,1
3224,22c23362efc5924bd64406bde264d98c_59c2109e332793750b0000f7,t̪ a o x a d a o tɕʰ k͡p̚ w tʂʰ a,1
3225,f1c99bf79a233c456f684ec19de9b12b_59bc0c7433279337bc000016,ɕ ɪ ɴ d ə ʁ z ɒ ʁ ʒ ɻ̩ ʃ a b̞ w a ʁ lʲ iː ɴ t ʁ ɔ ɴ ts uə s uə a,1
3226,388e121cedb500889729bb9338195659_59b26b313327937349000022,b̞ a ɴ ts ʊ ŋ̟ p uə ɾ uː x ʁ uə o tʲ a s ɪ v̞ʲ ə,1
3227,aceb06748597b5122a3e3fc2bbc014a3_59bb75483327930887000022,ɔ ɾ a tʲ iː lʲ tɕʰ i ʝ t ɔ n k͡p̚ w a ɴ tɕʰ ə o p uə ʁ ə ts ʌ ɲ tʲ ɛ o dʲ j e,1
3228,d245c2f55b02a1575b12fc65826c9277_59c1cb223327930917000040,tɕ i ŋ ʌ b̞ ɾ e ɪ ʌ n tɕʰ i y æ n f uə o d i tɕ i o uə ð i a,1
3229,d245c2f55b02a1575b12fc65826c9277_59c1cb2a3327930917000043,ɒ t͡ɕ y i e ʌ ɴ t͡ɕ y ɒ k͡p̚ uə o t͡ɕ i tʂ ɹ̩ ɟ i a,1
3230,dd322cd5ecc676ec2ea580c47adc8c5c_59b7e75b33279305d3000016,b i t ɒ x a ŋ,0
3231,dd322cd5ecc676ec2ea580c47adc8c5c_59b7e76133279305d300001c,n æ ɛ d iː i d ɪ ɒ m ɒ,0
3232,895671682dd1043edc82f4a6d4572161_59b38b1733279351f9000019,p uə tɕ i æ ə f uə tʂ ɹ̩ x uə a i t̪ o t a t͡ɕ i d i iː æ,1
3233,515b7008bbed5eb45dd540a23f11071b_59be1e273327934855000016,t͡ɕ ɔ ɒ s ɒ m ɒ,0
3234,d511f2ee41157fdb7720ffe5a2830db9_59b8abb7332793204500002e,iː,0
3235,e57c5b9a5cc0d678728c8ffdd3e0467f_59b0076d332793217a00002e,ʃ iː j b o ŋ̟ uː ɕ iː m ʁ ɒ ɴ t͡ɕ ʊ a ɹ k l a ɡ uə,1
3236,b7fb70e0e7cb25be74541a7573f9dc4a_59bc9bba3327934481000013,p ɪ ð i a ð n o ʁ i a ð a tʲ ʏ uə a,1
3237,3149c3489ae25cf7c70ce7da1cd387b0_59b245e73327933032000038,t a o x a n t a o i tʂʰ a ŋ iː ɕ i a k a o ʂ ɻ̩ ɾ uə kʰ ʌ tɕ i j a,1
3238,c9da9497f8234124d3b8d7579d781373_59c0b5423327932fef000016,d ɒ x ɒ b a ʂ o ɨ,1
3239,c93193c9265702437d3e610ca4250623_59bbac2633279333400000a0,ɒ t͡ʃʲ y ɕ ɴ i æ,1
3240,efb99ccf81be214616340c64ae52bf02_59adf990332793219800002c,a ɾ ә,0
3241,f726a60aa179803bd25161a140e80390_59b90bf83327931d4200006f,ɪ iː ð a m a,0
3242,36c173983ba9817b0f32a62ba345491a_59c1102c3327934960000026,s ʀ a o x a ŋ t a o tʂʰ ʌ ɴ t o ŋ tɕ i a ŋ a o tɕ i n i t a t uə e ɪ,1
3243,abb09b0d3846bb4bccd334e25f09270e_59b419ba332793089d000062,ʝ ə a s u ʂ ɛ n,1
3244,cadea0c1ccb66eb823d4577de13d6d76_59bfe1b133279322b7000017,t͡ʃʲ y ɕ i ts ʌ ts ɔ d a n pʲ ɛ,1
3245,7e7d5aeef29cdbf3f7b38d8491b9e328_59a91d61332793287b000041,f ɒ ɪ t͡ɕ i a,1
3246,7e7d5aeef29cdbf3f7b38d8491b9e328_59a91d70332793287b00004d,tɕ o ʁ uə t æ ɴ,1
3247,596436bf4b3a472b4d5cae85f3921254_59b5d95b332793036b00002f,iː s a ʁ t,0
3248,12e312c308cd8d5fab0da76b4a83ee7f_59b90645332793154f000008,a o l̪ ʌ ʁ a,1
3249,3c45cbeb0bad6bd4e49383f0774e9dab_59bb98833327932964000008,ɒ ʁ a ɴ œ tʲ iː lʲ ɪ x ʁ a lʲ e n t͡ʃʲ,1
3250,9c5797833501d164a0b46819846ca763_59ad4d4d3327935560000080,pʲ j iː ɴ a ɒ,0
3251,ac611e08f665fdce0d5fdb00dfd2d34a_59a9553b332793356d000008,b ɒ ŋ l ɒ t ɒ x a b ʌ i ɾ a n p a ɪ ʁ uə o s,1
3252,29fcc128440c93bfeb02e87850b1f3c5_59be37df332793099d0000f4,ɒ ʁ ɔ ts ɪ tɕ ɯ s uə,1
3253,fa9aa181efc85b1dcb60376636b2a35c_59aa889b33279367ea000007,ʀ ɒ w o ɻ w uə o j a o tɕʰ y ts uə e ɪ tɕ i ɴ ɪ x a k͡p̚ ʌ ɴ t a ʂ ɻ̩ d i æ,1
3254,8f0e61673c994977b68c28d0ab67b691_59b74fb33327932f5800000b,i n ʂ ɒ a n tʂʰ ɻ̩ f uː b̞ e ɪ g uː j e tʂ ʌ j ʌ t͡ɕ y ð o ŋ,1
3255,50853cdfac185e5da305b8228ceb5d29_59b135623327930bf3000057,ɪ ɡ a l̪ ɒ n ɒ ə k uː s a ts,1
3256,cd8c2690f144f0ada0e6d96340c99531_59bd07b3332793047600002b,n o s a ŋ ɾ a ʌ ʁ e u ʂ ʌ ɴ d iː,1
3257,cd8c2690f144f0ada0e6d96340c99531_59bd07d83327930476000030,o n ɒ ʂ ɻ̩ a ŋ̟ m e l uə f ʌ tɕ ɪ ɴ,1
3258,a670de41506f134011ba258c7f72f76e_59b3655b3327931f9000002c,x o j a t͡ɕ y tʰ o ŋ ɕ i ŋ ɻ uə æ,1
3259,a5c59a388ee44d05f88b491236336670_59bc7418332793102300001c,j iː j iː ɴ ʁ a m s̪ ɯ ɴ i o uə s̪ uə ɴ ɾ ɒ ɴ,1
3260,e89c01719d020472e4ed4b484b4409b4_59a90c7833279310080000dc,d a ʁ a ɴ t͡ʃ i l t ʊ x t ɔ ʁ ɾ,1
3261,296e42ec3c874adc87a0379ec2905af9_59b3a92a3327930434000016,t̪ ɒ w x ɒ ŋ,0
3262,296e42ec3c874adc87a0379ec2905af9_59b3a92f332793043400001b,tɕ i n t i ŋ tʰ a ɪ t a ʂ ɒ,1
3263,4d030355c9a11cc6ac5ddb5f3baa40ce_59afc5343327930778000093,,0
3264,6b0f1d8dd4308fbd97db17c6c5a3c865_59b4fc8e3327932afd00000a,k ɔ o t̪ a ð ɒ d iː tɕ iː a p a ʁ ɔ ts æ ɪ,1
3265,fa7cb9eae29e4dcc25089e72d8148fde_59b4a5cb332793049c000030,v ɑ ʁ a ʊ d ʊ ŋ̟ k l a ɕ,1
3266,9022a7f674d24fac9fdf209477047fbc_59acc2673327936506000042,tʂ e tɕ i a o ð uə kʰ a ɪ v a tɕʰ y tʂʰ a ŋ t͡ɕ i a ɒ l uə,1
3267,9022a7f674d24fac9fdf209477047fbc_59acc2763327936506000048,ʂ ɒ ŋ ɴ ɒ t̪ ɒ d x o tʂʰ a ŋ t͡ɕ æ n ɳ o d o ŋ kʰ ʌ,1
3268,9022a7f674d24fac9fdf209477047fbc_59acc27f332793650600004e,ɒ d ʌ j ʌ t a k a o x uə tʂʰ a ŋ d i æ ŋ l ɪ o l uə x ʌ tɕ i a o ð e ɪ x ʌ ŋ ɾ ɒ tɕʰ y,1
3269,9022a7f674d24fac9fdf209477047fbc_59acc2893327936506000054,d i a ɒ o t̪ ʌ kʰ a ɪ ɾ ɒ tɕʰ y tʂʰ ʌ ŋ t͡ɕ i æ a l uə o,1
3270,9022a7f674d24fac9fdf209477047fbc_59acc294332793650600005a,ʂ æ n iː tʰ a ɪ t̪ a t a o j uə tʂʰ a ŋ t͡ɕ i æ ŋ l uə tɕ i a o tsʰ a kʰ ʌ,1
3271,c95c1eb2a55f8aaa59a872a4b93f2fba_59bc7235332793127a00011a,ɨ o tʂ ɨ ɒ n t ʌ tʂ ʌ k͡p̚ w o j a tɕʰ y ɕ i n f uə o ɕ i a,1
3272,6cb44188aafef941cbefe802ed7df163_59ae359a332793212300009a,l a h a,0
3273,374c7061b2889669823977838e7f5940_59b91db63327933b66000017,k͡p̚ ɒ ʊ x ɒ ɴ t a ʊ p uə a y tɕʰ ɪ v̞ʲ,1
3274,87728c36962cca284ed2eb04cc3de5fa_59ab9de93327930540000023,a o x a ɴ d ɒ m i t o ŋ tɕʰ y x uə ʂ ɒ o ʌ,1
3275,b6a3c0b799daac853d0ad651485041d9_59b201403327932140000054,t ʁ ɛ a m ɪ ɔ ɕ ɒ ʁ ɒ ɻ̩ tʂ ɒ n ә,1
3276,5e12b77a01723a17825be3da1aeeaf9c_59ab4af8332793039600002d,ɻ e k͡p̚ uə o t ɒ o t ɒ o j uə æ n a ŋ f ɒ n tɕʰ y tɕ i ʂ ɻ̩ tʂ e v uə o,1
3277,bd81df9712ffc8b764757db723c52764_59c250793327930487000019,ɒ,0
3278,5bf53006e5813a4dc3a9fc19684478ee_59ac0db1332793054000009b,ɕ æ s̪ ʏ ʂ ɻ̩ ʂ ɻ̩ t̪ i ɒ ɻ̩ m i uə ə ð ʌ m ʌ tʂ ɔ,1
3279,d3f536ddbb60fda3144f601c64e1b656_59ab98eb332793046e0001fc,ʋ w o a tʲ ɯ ð o m ɒ ɪ ɳ tʲ iː ɔ w a tʲ iː e,1
3280,e7f1252910c047ae6b771c2b005f5ef3_59c0f1b833279304e200003a,ɒ w ð ɪ tʰ ɒ l̪,1
3281,aabf46cabb99a2ddb0e30598a653bd3c_59b8e115332793052b000010,w o t a o ʂ ɻ̩ tɕ ɒ ɾ a ŋ ʂ ɻ̩ tʂ ʌ ŋ t͡ɕ i æ n p uə n i t͡ɕ i tʰ a ŋ,1
3282,9f6c242a0fe7a58ceb0b36a6c260ec58_59be3dd7332793410700000b,t̪ʰ iː b̥ ɤ̆ j h a j,1
3283,2d1553e7045b707984163c195f8a9313_59ae1b1a33279345fa000024,ə ɡ iː tɕʰ ɪ s̪ uː l f a ɴ ə t a ɳ,1
3284,c8dfb2f61f6fd28b9905ba2dbf4e7d1e_59abf1413327935862000015,d ɒ w h ɒ ŋ t̪ ɒ l ɟ i n ŋ h ɒ j ɲ iː z ɒ s ɒ,1
3285,df341db88488dd065f1fbc142d971256_59b37f82332793469a000052,b̞ uə o j ɒ o tɕʰ y tʂʰ uə e ɴ tɕʰ i o l uə,1
3286,8a1d42185fa73616f87df70336f9a75a_59beb2e93327937e1500002a,ɒ l̪ x ɒ ŋ̟,0
3287,8a1d42185fa73616f87df70336f9a75a_59beb2ef3327937e15000030,t a n tʂ ʌ k o k͡p̚ k uə a,1
3288,8a1d42185fa73616f87df70336f9a75a_59beb2f93327937e15000036,tɕʰ y ɕ ɒ l̪,2
3289,07be505d3bc46da27af47ed2760bf258_59b741fa33279304bb00003f,ɒ ɔ ɕ iː lʲ ə p ʁ j ɛ ɴ,1
3290,f02d896ecc65c174b7d4b32dd8689018_59c254ef332793261900003a,v ɤ t͡ʃʲ ɻ̩ ɾ v uə tɕ ɪ iː ɕ ɛ ɴ f œ,1
3291,618304968b395198352065879a14e4ce_59bf2d473327933943000014,t͡ʃʲ ɪ n ts a ɾ ʊ tʲ ʊ,1
3292,0ae9a0f557a53fd6244dad51f634f64a_59b21cc5332793052800001b,t ɒ x ɒ,0
3293,0ae9a0f557a53fd6244dad51f634f64a_59b21cc83327930528000020,i x o ŋ tɕ i æ,1
3294,c0ec948b6efb7b43f405b77586e5fda6_59c0d36233279304ea000010,tɕ ɪ ʐ ɪ a zʲ a,1
3295,c2f9c6543b77487e326874888bf7a6a7_59ae05203327930529000071,b a ʁ u h a ŋ t͡ʃ ɛ t ɪ ŋ ʂ ɻ̩ tʂ ə n ɪ ŋ n f a n,1
3296,36ddad6f92131e5130929fedc542314c_59bf85233327931930000008,d a ð ʁ a d a k ʊ ŋ̟ w a ɪ ɕ ɛ,1
